"CATEGORIE","LIBELLE","MOT_DIRECTEUR","STATUT","COMMUNE","RIVOLI","TENANT","ABOUTISSANT","BI_MIN","BP_MIN","BI_MAX","BP_MAX"
"Rue","Impasse de la Conserverie","Conserverie","PUBLIQUE","NANTES","2115","NANTES Rue Pierre Joseph Colin","Impasse","1","2","17","8"
"Rue","Rue de Cornulier","Cornulier","PUBLIQUE","NANTES","2184","","NANTES Rue de Lourmel","13","12","43","32"
"Rue","Rue du Coteau","Coteau","PUBLIQUE","NANTES","2195","NANTES Rue Bouchaud","NANTES Rue Bouchaud","1","2","53","38"
"Impasse","Impasse de la Coudre","Coudre","PUBLIQUE","NANTES","2229","NANTES Rue de Coetquelfen","Impasse","1","2","9","10"
"Rue","Rue Crébillon","Crébillon","PUBLIQUE","NANTES","2300","NANTES Place Royale","","1","2","23","24"
"Place","Place du Croisic","Croisic","PUBLIQUE","NANTES","2304","","","5","2","7","6"
"Rue","Rue de la Croix","Croix","PUBLIQUE","NANTES","2316","NANTES Boulevard Maréchal Alphonse Juin","NANTES Rue de l'Abbaye","7","2","15","14"
"Place","Place de la Croix Bonneau","Croix","PUBLIQUE","NANTES","2321","","","1","2","3","6"
"Rue","Rue Cuvier","Cuvier","PUBLIQUE","NANTES","2356","NANTES Rue Cuvier","NANTES Boulevard de Launay","1","2","11","22"
"Allée","Allée des Cytises","Cytises","PRIVEE","NANTES","2358","NANTES Avenue de Bayonne","NANTES Allée de la Nive","","2","","8"
"Rue","Rue de Falaise","Falaise","PUBLIQUE","ST-HERBLAIN","1007","ST-HERBLAIN Rue d'Avranches","","1","2","11","24"
"Rue","Rue Duguay Trouin","Trouin","PUBLIQUE","ST-HERBLAIN","0917","ST-HERBLAIN Rue Benoît Frachon","","","2","","10"
"Allée","Allée Flora Tristan","Tristan","PUBLIQUE","ST-HERBLAIN","1027","ST-HERBLAIN Allée Louise Michel","ST-HERBLAIN Rue Anatole France","1","","7",""
"Impasse","Impasse Jean Renoir","Renoir","PUBLIQUE","ST-HERBLAIN","1364","ST-HERBLAIN Rue Jules Guesde","Impasse","1","2","7","10"
"Place","Place de Preux","Preux","PUBLIQUE","ST-HERBLAIN","2293","","","1","","47",""
"Avenue","Avenue du Quatorze Juillet","Quatorze","PUBLIQUE","ST-HERBLAIN","2300","ST-HERBLAIN Avenue de la Liberté","","3","4","19","16"
"Rue","Rue des Carmes","Carmes","PUBLIQUE","NANTES","1440","NANTES Place du Change","NANTES Rue des Trois Croissants","5","2","27","22"
"Chemin","Chemin Carnaud","Carnaud","PRIVEE","NANTES","1444","NANTES Rue Général de Torquat","NANTES Rue Timothée","3","","5",""
"Cour","Cour Cathuis","Cathuis","PRIVEE","NANTES","1506","NANTES Rue du Poitou","","1","2","5","10"
"Place","Place du 116ième RI","RI","PUBLIQUE","NANTES","1535","NANTES Rue du Loquidy","NANTES Boulevard Henry Orrion","1","2","7","6"
"Chemin","Chemin du Champ Lucet","Lucet","PRIVEE","NANTES","1592","NANTES Rue Marcel Planiol","","1","2","1","18"
"Rue","Rue Chanoine Poupard","Poupard","PUBLIQUE","NANTES","1612","","NANTES Boulevard de la Chauvinière","7","2","69","80"
"Avenue","Avenue Chanzy","Chanzy","PUBLIQUE","NANTES","1640","NANTES Rue Maréchal Joffre","NANTES Rue Général Margueritte","3","6","51","46"
"Route","Route de la Chapelle Sur Erdre","Erdre","PUBLIQUE","NANTES","1664","NANTES Route de Rennes","","7","2","133","112"
"Quai","Quai de la Fosse","Fosse","PUBLIQUE","NANTES","3235","NANTES Rue Jean Jacques Rousseau","","1","2","99","100"
"Allée","Allée de Fouesnant","Fouesnant","PUBLIQUE","NANTES","3242","NANTES Allée de Bannalec","NANTES Allée de Bénodet","1","2","11","12"
"Avenue","Avenue de France","France","PRIVEE","NANTES","3259","NANTES Avenue du Petit Hermitage","NANTES Rue de la Victoire","1","2","23","26"
"Rue","Rue François Albert","Albert","PUBLIQUE","NANTES","3291","NANTES Boulevard Gaston Doumergue","NANTES Boulevard Vincent Gâche","1","2","9","2"
"Cour","Cour des Francs Tireurs","Tireurs","PRIVEE","NANTES","3326","NANTES Rue du Poitou","NANTES Rue Michel Monnier","1","2","5","14"
"Rue","Rue Franklin","Franklin","PUBLIQUE","NANTES","3328","NANTES Rue Racine","","1","2","11","20"
"Rue","Rue Frédureau","Frédureau","PUBLIQUE","NANTES","3352","NANTES Rue Sarrazin","NANTES Rue Yves Bodiguel","1","2","7","10"
"Avenue","Avenue de Frémeur","Frémeur","PRIVEE","NANTES","3356","","","1","2","13","12"
"Rue","Rue des Frères Amieux","Amieux","PUBLIQUE","NANTES","3368","NANTES Rue des Alouettes","NANTES Route de Pompierre","1","2","95","86"
"Boulevard","Boulevard Gabriel Guist'Hau","Guist'Hau","PUBLIQUE","NANTES","3412","","NANTES Rue Mondésir","1","4","39","46"
"Boulevard","Boulevard des Antilles","Antilles","PRIVEE","NANTES","0318","NANTES Quai Président Wilson","NANTES Boulevard de la Prairie au Duc","","","",""
"Impasse","Impasse de la Malnoue","Malnoue","PRIVEE","THOUARE-SUR-LOIRE","0718","THOUARE-SUR-LOIRE Rue de la Malnoue","Impasse","1","2","5","4"
"Chemin","Chemin de Loctudy","Loctudy","PUBLIQUE","ORVAULT","1014","ORVAULT Chemin de Loctudy","ORVAULT Chemin de Loctudy","","","",""
"Rue","Rue de la Roche","Roche","PUBLIQUE","NANTES","7454","NANTES Boulevard de Seattle","NANTES Rue de la Révolution des Oeillets","","","",""
"Impasse","Impasse de la Vallée de Rideau","Vallée","PRIVEE","MAUVES-SUR-LOIRE","0301","MAUVES-SUR-LOIRE Rue de la Davière","Impasse","","2","","18"
"Rue","Rue Mogador","Mogador","PRIVEE","INDRE","0918","INDRE Rue Surcouf","INDRE Rue Mogador","","","",""
"Porte","Porte de Goulaine","Goulaine","PUBLIQUE","ST-SEBASTIEN","","","","","","",""
"Porte","Porte de Grand Lieu","Grand","PUBLIQUE","BOUGUENAIS","","","","","","",""
"Rue","Rue Sean Mac Bride","Bride","PUBLIQUE","SAINT-JEAN-DE-BOISEAU","1166","SAINT-JEAN-DE-BOISEAU Rue de la Noë","","1","2","9","28"
"Mail","Mail du Front Populaire","Front","PRIVEE","NANTES","3391","NANTES Boulevard Léon Bureau","","1","","3",""
"Place","Place Delorme","Delorme","PUBLIQUE","NANTES","2400","NANTES Rue du Calvaire","NANTES Boulevard Gabriel Guist'Hau","1","2","3","2"
"Rue","Rue de l'Houmaille","Houmaille","PUBLIQUE","REZE","2255","BOUGUENAIS Rue de la Californie","BOUGUENAIS Rue de l'Houmaille","","","",""
"Chemin","Chemin du Petit Bois","Petit","PRIVEE","REZE","2940","REZE Rue Jean Baptiste Vigier","REZE Rue Georges Crétin","3","4","11","20"
"Rue","Rue de Strasbourg","Strasbourg","PUBLIQUE","REZE","3454","REZE Rue de Strasbourg","REZE Rue de Strasbourg","1","4","11","20"
"Chemin","Chemin Saint Lupien","Lupien","PUBLIQUE","REZE","3341","REZE Rue Emile Zola","REZE Rue Saint Lupien","15","","15",""
"Impasse","Impasse des Bertineries","Bertineries","PUBLIQUE","REZE","0376","REZE Rue de la Jagronnière","Impasse","1","2","7","6"
"Allée","Allée de la Fragonette","Fragonette","PRIVEE","REZE","1356","","","1","","3",""
"Allée","Allée de la Moine","Moine","PUBLIQUE","REZE","2560","REZE Avenue René Guy Cadou","REZE Allée de Boulogne","","2","","12"
"Rue","Rue des Genêts","Genêts","PUBLIQUE","REZE","1550","REZE Rue des Ajoncs","REZE Rue de la Mirette","5","6","21","34"
"Impasse","Impasse des Pommiers","Pommiers","PUBLIQUE","REZE","3118","REZE Rue Henri Barbusse","Impasse","1","2","7","6"
"Rue","Rue des Jardins","Jardins","PUBLIQUE","REZE","1850","REZE Rue du Chêne Creux","REZE Rue Jean-Baptiste et Henri Tendron","1","2","7","8"
"Impasse","Impasse du Brossis","Brossis","PUBLIQUE","REZE","0512","","Impasse","1","6","1","8"
"Rue","Rue des Naudières","Naudières","PUBLIQUE","REZE","2695","REZE Rue Aristide Briand","REZE Rue du Chatelier","1","2","61","44"
"Rue","Rue Charles Brunellière","Brunellière","PUBLIQUE","NANTES","1688","NANTES Place Commandant Jean l'Herminier","NANTES Rue Charles Brunellière","1","2","13","16"
"Avenue","Avenue Charles Couchoud","Couchoud","PRIVEE","NANTES","1696","NANTES Rue des Alouettes","NANTES Rue de l'Etang","1","2","13","14"
"Rue","Rue Charles Lebourg","Lebourg","PUBLIQUE","NANTES","1720","NANTES Boulevard Henry Orrion","NANTES Rue du Loquidy","1","2","7","12"
"Rue","Rue Charles Monselet","Monselet","PUBLIQUE","NANTES","1736","NANTES Rue de la Bastille","NANTES Rue Gabriel Luneau","1","2","65","72"
"Rue","Rue Charles Terront","Terront","PUBLIQUE","NANTES","1752","NANTES Boulevard de Longchamp","NANTES Rue Hector Berlioz","1","4","31","40"
"Rue","Rue Charly","Charly","PUBLIQUE","NANTES","1756","NANTES Rue de Malville","NANTES Rue Joseph Moyse","1","2","17","16"
"Chemin","Chemin du Château de l'Aubinière","Château","PUBLIQUE","NANTES","1782","NANTES Route de Paris","SAINTE-LUCE-SUR-LOIRE Rue Jules Quiquand","","24","","24"
"Rue","Rue du Château de l'Eraudière","Eraudière","MIXTE","NANTES","1783","","NANTES Chemin de Bonneville","1","2","45","46"
"Rue","Rue des Chaupières","Chaupières","PUBLIQUE","NANTES","1808","NANTES Rue de la Papotière","NANTES Rue des Vesprées","3","2","83","66"
"Allée","Allée de la Cigarière","Cigarière","PRIVEE","NANTES","1902","NANTES Rue de Manille","NANTES Place de la Manu","","","",""
"Place","Place du 51ième RA","RA","PUBLIQUE","NANTES","1908","NANTES Rue Général Buat","NANTES Avenue Manon","1","2","7","6"
"Rue","Rue Clémence Royer","Royer","MIXTE","NANTES","1956","NANTES Rue de la Ville en Bois","NANTES Rue Nicolas Appert","1","2","35","32"
"Route","Route de Clisson","Clisson","PUBLIQUE","NANTES","1972","NANTES Rue de la Ripossière","VERTOU Rue des Halliers","1","2","171","248"
"Rue","Rue Colette","Colette","PUBLIQUE","NANTES","2010","NANTES Boulevard de la Beaujoire","NANTES Rue du Millau","19","10","31","26"
"Rue","Rue Gabriel Péri","Péri","PUBLIQUE","NANTES","3422","NANTES Rue Babonneau","NANTES Rue Eugène Varlin","3","38","27","38"
"Avenue","Avenue de la Gare de Saint Joseph","Joseph","PUBLIQUE","NANTES","3476","NANTES Rue de la Petite Baratte","NANTES Boulevard de la Beaujoire","1","6","111","10"
"Rue","Rue de la Gaudinière","Gaudinière","PUBLIQUE","NANTES","3526","NANTES Place Alexandre Vincent","NANTES Rue Hector Berlioz","1","2","103","110"
"Rue","Rue Général Laperrine","Laperrine","PUBLIQUE","NANTES","3592","NANTES Rue Henri Eugène Gouillard","NANTES Rue du Bouillon","1","2","35","22"
"Place","Place Général Mellinet","Mellinet","PUBLIQUE","NANTES","3616","NANTES Boulevard de Launay","NANTES Boulevard Allard","1","2","7","8"
"Cour","Cour Jules Durand","Durand","PRIVEE","NANTES","4621","NANTES Rue de Maryland","NANTES Place de la Manu","1","2","7","8"
"Rue","Rue Jules Launey","Launey","PUBLIQUE","NANTES","4628","NANTES Boulevard de Cardiff","NANTES Rue Réaumur","1","2","17","24"
"Rue","Rue Jules Simon","Simon","PUBLIQUE","NANTES","4652","NANTES Place Emile Fritsch","NANTES Rue des Hauts Pavés","1","2","37","48"
"Rue","Rue des Architectes","Architectes","PUBLIQUE","NANTES","0351","NANTES Place François II","NANTES Place des Erables","","2","","6"
"Rue","Rue du Jarlot","Jarlot","PRIVEE","BOUAYE","0386","","BOUAYE Rue du Jarlot","1","2","3","4"
"Rue","Rue Henri Dunant","Dunant","PUBLIQUE","SAINT-JEAN-DE-BOISEAU","0502","SAINT-JEAN-DE-BOISEAU Rue des Noëlles du","","1","4","5","28"
"Rue","Rue Sarah Bernhardt","Bernhardt","PUBLIQUE","VERTOU","2047","VERTOU Rue Camille Claudel","","1","2","21","22"
"Allée","Allée Anjela Duval","Duval","PRIVEE","VERTOU","0055","VERTOU Rue Sarah Bernhardt","","1","2","5","6"
"Allée","Allée Elisa Mercoeur","Mercoeur","MIXTE","VERTOU","0652","VERTOU Rue Camille Claudel","","1","2","17","26"
"Rond-Point","Rond-Point du Bois Joli","Bois","PUBLIQUE","BRAINS","0083","BRAINS Rue du Bois Joli","","","","",""
"Chemin","Chemin de la Chaumière","Chaumière","PUBLIQUE","LE-PELLERIN","0190","LE-PELLERIN Rue de la Curé","SAINT-JEAN-DE-BOISEAU Chemin de la Chaum","","","",""
"Rue","Rue Charlotte Perriand","Perriand","PUBLIQUE","REZE","0703","REZE Rue Roiné","REZE Place Levoyer","","","",""
"Impasse","Impasse des Naudières","Naudières","PRIVEE","SAUTRON","2757","","Impasse","5","2","5","4"
"Chemin","Chemin des Galonnières","Galonnières","PUBLIQUE","SAUTRON","1959","","","","","",""
"Rue","Rue des Peupliers","Peupliers","PUBLIQUE","REZE","2975","REZE Rue de la Galarnière","REZE Rue des Bouleaux","3","2","13","20"
"Impasse","Impasse Johannes Kepler","Kepler","PRIVEE","REZE","2002","REZE Rue Galilée","Impasse","1","2","5","2"
"Rue","Rue des Prunelliers","Prunelliers","PRIVEE","REZE","3145","REZE Avenue des Cornouillers","","1","2","17","22"
"Impasse","Impasse Pierre Giraud","Giraud","PUBLIQUE","REZE","3011","REZE Impasse Pierre Giraud","Impasse","1","2","15","16"
"Rue","Rue du Château d'Eau","Château","PUBLIQUE","REZE","0740","REZE Rue du Chatelier","REZE Rue Charles Rivière","1","8","121","110"
"Place","Place Choëmet","Choëmet","PUBLIQUE","REZE","0880","REZE Rue Jean-Baptiste Chauvelon","REZE Rue Pierre Lhermitte","1","2","3","4"
"Place","Place de la Société","Société","PUBLIQUE","REZE","3430","REZE Rue Ollive","REZE Rue Jean Tharaud","1","2","9","8"
"Rue","Rue du Général Leclerc","Leclerc","PUBLIQUE","REZE","1520","REZE Rue de la Basse Ile","REZE Quai Surcouf","1","2","49","26"
"Rue","Rue du Haut Landreau","Haut","PUBLIQUE","REZE","1713","REZE Place des Fêtes","REZE Rue de la Chesnaie","3","2","11","20"
"Place","Place des Acacias","Acacias","PUBLIQUE","REZE","0008","REZE Rue des Saules","","1","2","7","8"
"Rue","Rue du Léard","Léard","PRIVEE","REZE","2153","REZE Rue Victor Hugo","REZE Rue Madame Curie","","2","","16"
"Place","Place Lebert","Lebert","PUBLIQUE","REZE","2160","REZE Rue Barban","REZE Rue Arsène Bardin","1","2","17","4"
"Rue","Rue Conan Mériadec","Mériadec","PUBLIQUE","NANTES","2104","NANTES Quai Hoche","NANTES Boulevard Babin Chevaye","1","2","3","8"
"Rue","Rue de la Cornouaille","Cornouaille","PUBLIQUE","NANTES","2181","NANTES Rue de la Cornouaille","NANTES Rue du Port Boyer","7","2","21","14"
"Avenue","Avenue Cottineau","Cottineau","PRIVEE","NANTES","2216","NANTES Rue des Chalâtres","","1","2","13","20"
"Rue","Rue de Courville","Courville","PUBLIQUE","NANTES","2280","NANTES Rue Etienne Hervais","","1","","1",""
"Allée","Allée du Crépuscule","Crépuscule","PUBLIQUE","NANTES","2295","","NANTES Rue du Bêle","","","",""
"Rue","Rue Gambetta","Gambetta","PUBLIQUE","NANTES","3448","NANTES Rue de Coulmiers","NANTES Place Maréchal Foch","3","4","45","112"
"Place","Place du Garigliano","Garigliano","PUBLIQUE","NANTES","3498","NANTES Boulevard Jean Moulin","NANTES Boulevard Bâtonnier Cholet","","","",""
"Boulevard","Boulevard Gaston Doumergue","Doumergue","PUBLIQUE","NANTES","3506","NANTES Boulevard Louis Barthou","NANTES Boulevard des Martyrs Nantais de ","1","2","21","10"
"Avenue","Avenue du Gaudinet","Gaudinet","PRIVEE","NANTES","3525","NANTES Rue Guillaume Touchy","","33","","33",""
"Boulevard","Boulevard Jules Verne","Verne","PUBLIQUE","NANTES","4664","","NANTES Chemin du Pré Hervé","1","2","235","216"
"Impasse","Impasse Julien","Julien","PRIVEE","NANTES","4668","NANTES Rue Julien","Impasse","33","","33",""
"Rue","Rue de Kéren","Kéren","PUBLIQUE","NANTES","4696","NANTES Route de Saint Joseph","NANTES Rue de Koufra","","","",""
"Rue","Rue Lamartine","Lamartine","PUBLIQUE","NANTES","4752","NANTES Rue Colonel Desgrées du Lou","NANTES Rue Littré","1","4","51","56"
"Place","Place des Lauriers","Lauriers","PUBLIQUE","NANTES","4825","NANTES Rue Romain Rolland","","1","4","1","4"
"Boulevard","Boulevard Lelasseur","Lelasseur","PUBLIQUE","NANTES","4884","","","1","2","65","78"
"Rue","Rue Léon Berard","Berard","PRIVEE","NANTES","4898","NANTES Rue Anatole de Monzie","","","2","","16"
"Rue","Rue Léon Haury","Haury","PUBLIQUE","NANTES","4907","NANTES Route de Vertou","NANTES Pont des Bourdonnières","","","",""
"Rue","Rue Léon Serpollet","Serpollet","PRIVEE","NANTES","4921","","NANTES Rue André Malraux","1","2","23","4"
"Avenue","Avenue Lieutenant Coiffard","Coiffard","PRIVEE","NANTES","4968","NANTES Rue Félibien","","1","2","13","12"
"Rue","Rue Ligérienne","Ligérienne","PUBLIQUE","NANTES","4989","","NANTES Boulevard Georges Pompidou","","4","","4"
"Rue","Rue Linné","Linné","PUBLIQUE","NANTES","5002","NANTES Rue Bayard","NANTES Rue Cuvier","1","2","9","8"
"Rue","Rue Louis David","David","PUBLIQUE","NANTES","5076","NANTES Boulevard des Anglais","NANTES Rue Jean Louis de Girodet","3","4","23","38"
"Rue","Rue du Mériais","Mériais","PUBLIQUE","COUERON","1501","COUERON Rue de la Carterie","","3","2","21","8"
"Voie","Voie Non Dénommée 1142408","Dénommée","PUBLIQUE","ORVAULT","","","","","","",""
"Voie","Voie Non Dénommée 0091043","Dénommée","PRIVEE","BASSE-GOULAINE","","","","","","",""
"Rue","Rue Henri Sellier","Sellier","PUBLIQUE","NANTES","4155","NANTES Rue Esnoult des Châtelets","","1","2","13","2"
"Rue","Rue Henri IV","Henri","PUBLIQUE","NANTES","4156","NANTES Allée des Généraux Patton et Wood","NANTES Place Maréchal Foch","3","4","15","12"
"Rue","Rue des Herses","Herses","PRIVEE","NANTES","4193","NANTES Route de Clisson","NANTES Boulevard Emile Gabory","","4","","14"
"Rue","Rue Honoré Broutelle","Broutelle","PUBLIQUE","NANTES","4212","NANTES Boulevard Ernest Dalby","NANTES Rue de la Ville en Pierre","7","2","11","28"
"Boulevard","Boulevard Honoré De Balzac","Balzac","PUBLIQUE","NANTES","4220","NANTES Rue Claude Guillon Verne","NANTES Avenue de Lusancay","1","2","13","16"
"Avenue","Avenue des Ingénieurs","Ingénieurs","PRIVEE","NANTES","4262","NANTES Chemin du Sas au Vin","","1","2","25","28"
"Rue","Rue d'Iéna","Iéna","PUBLIQUE","NANTES","4264","NANTES Rue des Hauts Pavés","NANTES Rue de Friedland","1","2","53","18"
"Rue","Rue de l'Ile d'Yeu","Yeu","PUBLIQUE","NANTES","4269","NANTES Rue de la Noë","NANTES Allée Julien Gracq","","4","","4"
"Allée","Allée des Iles Marquises","Marquises","PRIVEE","NANTES","4278","NANTES Avenue de Tahiti","","1","","1",""
"Route","Route des Mortrais","Mortrais","PUBLIQUE","SAINT-AIGNAN-GRANDLIEU","0135","SAINT-AIGNAN-GRANDLIEU Route du Gros Chê","SAINT-AIGNAN-GRANDLIEU Route de la Landa","1","4","9","18"
"Route","Route de la Beauvaiserie","Beauvaiserie","PUBLIQUE","SAINT-AIGNAN-GRANDLIEU","0014","SAINT-AIGNAN-GRANDLIEU Route du Bois Cho","SAINT-AIGNAN-GRANDLIEU Route des Berthet","5","2","23","14"
"Rue","Rue de la Tour","Tour","PRIVEE","SAINT-AIGNAN-GRANDLIEU","0684","SAINT-AIGNAN-GRANDLIEU Avenue de Frémiou","","1","2","7","6"
"Route","Route des Douze Traits","Traits","PUBLIQUE","SAINT-AIGNAN-GRANDLIEU","0040","SAINT-AIGNAN-GRANDLIEU Route de la Haute","SAINT-AIGNAN-GRANDLIEU Route du Pinier","1","2","49","46"
"Rue","Rue du Stade","Stade","PUBLIQUE","BOUAYE","0213","BOUAYE Rue du Stade","","","2","","2"
"Boulevard","Boulevard du Bois Jacques","Bois","PUBLIQUE","BOUAYE","0014","BOUAYE Rue de Nantes","BOUAYE Rue du Lac","1","2","7","26"
"Impasse","Impasse des Hérons Cendrés","Hérons","PRIVEE","BOUAYE","0162","","Impasse","1","2","5","6"
"Place","Place des Echoppes","Echoppes","PUBLIQUE","BOUAYE","0035","BOUAYE Rue des Acacias","","1","2","9","10"
"Allée","Allée des Mimosas","Mimosas","PUBLIQUE","BOUAYE","0097","BOUAYE Allée des Lilas","","3","2","7","8"
"Rue","Rue des Bruyères","Bruyères","PUBLIQUE","BOUAYE","0015","BOUAYE Rue des Acacias","","1","2","3","4"
"Route","Route des Sablons","Sablons","PUBLIQUE","BOUAYE","0191","SAINT-AIGNAN-GRANDLIEU Route de la Garne","BOUAYE Rue de Saint-Aignan","1","6","39","42"
"Avenue","Avenue de Nantes","Nantes","PUBLIQUE","CARQUEFOU","3220","CARQUEFOU Avenue des Lapins","NANTES Chemin du Champ de Manoeuvre","1","2","31","34"
"Rue","Rue des Anciens Combattants d'Afrique du Nord","Anciens","PUBLIQUE","VERTOU","0041","VERTOU Rue du Pont de l'Arche","VERTOU Boulevard de l'Europe","","4","","4"
"Rue","Rue du Port","Port","PUBLIQUE","VERTOU","1478","VERTOU Route de Nantes","VERTOU Rue de la Cale","","","",""
"Impasse","Impasse des Bréverts","Bréverts","PRIVEE","VERTOU","0327","VERTOU Rue des Bréverts","Impasse","1","2","9","8"
"Rue","Rue de l'Oberlin","Oberlin","PUBLIQUE","REZE","2711","REZE Rue du Léon Millot","","1","2","25","24"
"Rue","Rue des Coteaux de Grand-Lieu","Coteaux","PRIVEE","BOUAYE","0357","BOUAYE Rond-Point des Coteaux de Grand-L","","1","2","25","16"
"Impasse","Impasse du Bocage","Bocage","PRIVEE","CARQUEFOU","2151","CARQUEFOU Chemin de la Toscane","Impasse","1","2","5","6"
"Rue","Rue René Panhard","Panhard","PUBLIQUE","ORVAULT","1563","ST-HERBLAIN Avenue de la Pentecôte","ORVAULT Route du Croisy","1","2","1","6"
"Rue","Rue de la Hubonnière","Hubonnière","PUBLIQUE","SAUTRON","2401","SAUTRON Route de la Hubonnière","","17","22","35","78"
"Impasse","Impasse Thérèse Peltier","Peltier","PRIVEE","BOUGUENAIS","2645","BOUGUENAIS Rue de l'Aviation","Impasse","","","",""
"Rue","Rue Président Edouard Herriot","Herriot","PUBLIQUE","NANTES","6956","","","1","2","19","12"
"Avenue","Avenue de la Prime","Prime","PRIVEE","NANTES","6992","NANTES Avenue de la Production","NANTES Boulevard Jean XXIII","1","2","33","32"
"Rue","Rue des Primevères","Primevères","PUBLIQUE","NANTES","7001","NANTES Rue du Breil","NANTES Boulevard Pierre de Coubertin","1","4","33","38"
"Boulevard","Boulevard des Professeurs Sourdille","Sourdille","PRIVEE","NANTES","7018","","","1","4","3","4"
"Rue","Rue de Provence","Provence","PUBLIQUE","NANTES","7036","NANTES Rue François Bruneau","NANTES Rue du Ballet","1","2","23","18"
"Rue","Rue du Quatre Août 1789","Quatre","PUBLIQUE","NANTES","7080","NANTES Place de la Nation","NANTES Rue de la Marseillaise","5","2","31","32"
"Rue","Rue du Ranzai","Ranzai","PUBLIQUE","NANTES","7128","NANTES Route de Saint Joseph","NANTES Boulevard Jules Verne","1","4","61","28"
"Rue","Rue Raoul Duffy","Duffy","PUBLIQUE","NANTES","7136","NANTES Rue de la Contrie","NANTES Boulevard Jean Ingres","3","4","27","26"
"Rue","Rue Arsène Leloup","Leloup","PUBLIQUE","COUERON","0110","COUERON Rue de la République","COUERON Rue Arsène Leloup","1","2","105","98"
"CR","CR 14","14","PUBLIQUE","COUERON","2405","COUERON VM 81","COUERON RN 165","","","",""
"Rue","Rue Gaëtan Rondeau","Rondeau","PUBLIQUE","NANTES","3434","NANTES Boulevard Alexandre Millerand","NANTES Boulevard Général de Gaulle","3","2","17","20"
"Place","Place de la Galarne","Galarne","PUBLIQUE","NANTES","3437","NANTES Boulevard Georges Pompidou","NANTES Rue des Bosselles","1","2","7","8"
"Rue","Rue Galilée","Galilée","PUBLIQUE","NANTES","3439","NANTES Boulevard de la Liberté","NANTES Boulevard Président René Coty","1","2","83","78"
"Rue","Rue de la Galissonnière","Galissonnière","PUBLIQUE","NANTES","3444","NANTES Rue Racine","NANTES Rue Urvoy de Saint Bedan","1","2","7","10"
"Rue","Rue Orion","Orion","PRIVEE","REZE","2766","REZE Rue de la Comète de Haley","REZE Rue de la Grande Ourse","1","2","7","10"
"Rue","Rue de la Vallée","Vallée","PUBLIQUE","REZE","3610","","","3","2","21","24"
"Rue","Rue de la Haute Morinière","Haute","PRIVEE","REZE","1717","REZE Rue de la Blordière","REZE Rue de l'Espoir","1","","5",""
"Rue","Rue Pouponne","Pouponne","PUBLIQUE","REZE","3117","REZE Rue Piguet","REZE Rue du Général Leclerc","","","",""
"Route","Route de la Poussière","Poussière","PUBLIQUE","BOUAYE","0169","BOUAYE Route de la Mare Potier","BOUAYE Route de Paimboeuf","1","2","11","4"
"Rue","Rue Charles Brunellière","Brunellière","PUBLIQUE","BOUAYE","0032","BOUAYE Rue des Pampres","","1","2","3","2"
"RD","RD 751","751","PUBLIQUE","BOUAYE","0403","BOUGUENAIS RD 723","SAINT-LEGER-LES-VIGNES RD 751","","","",""
"Chemin","Chemin de la Garelière","Garelière","PUBLIQUE","BOUAYE","0382","BOUAYE Rue de la Garelière","","1","","5",""
